numerical_1,numerical_2,numerical_3,numerical_4,numerical_5,category_1,category_2,category_3,category_4,target
5.993428306022466,3.098206145679057,3.0917837639717387,1.2903525364233313,3.2028381848740652,A,Z,High,5,1
4.72347139765763,2.9358917711233965,-3.466064301135119,3.3307996613818127,3.994853052757963,E,X,Low,8,1
6.295377076201385,3.9517907560195358,1.7263115706724412,2.287120892798776,3.9454159231111054,B,X,Medium,7,1
8.046059712816051,4.532831141426221,-1.8577153744841037,0.8891909672015085,2.3262824368380395,B,X,High,1,1
4.531693250553328,3.6868469441346168,-0.9822084191128577,0.09392120324570392,8.79215490788718,C,X,Low,6,1
4.531726086101639,4.011543751170463,0.1428128006007531,1.03346274284088,3.153101860123473,B,Y,Medium,3,1
8.158425631014783,2.7825957676935857,-0.3584731551796778,2.4070279762138096,8.85785263194935,D,X,Medium,3,1
6.534869458305818,3.1254048061391346,-5.028316924478806,3.4766796674969322,5.578866295504586,B,X,Medium,2,1
4.061051228130096,4.48573207359964,4.1454360634899485,0.11003394362738285,0.966727634706176,A,X,High,6,1
6.085120087171929,3.5267114602582286,3.403227656276692,1.795108941344307,6.353152525830854,A,Z,Medium,4,1
4.0731646143750755,2.7579701242371844,-0.4389494793783908,0.13316930153335982,1.648799937122306,E,Y,Medium,4,0
4.068540492859486,3.0325505547873752,2.8031958801872525,0.010925108729136913,8.622853760029926,B,Z,Medium,7,1
5.483924543132068,4.03715129030455,-1.1930854840139258,4.798156843786244,6.453636925219661,A,Y,Low,6,1
1.1734395106844042,4.126227010324149,-2.9465923312334525,0.6560943614995367,8.72555019029901,B,X,Medium,3,1
1.5501643349739345,2.157868858380226,0.1632390426017256,0.4924532397729578,9.90674610869043,E,X,Low,0,1
3.8754249415180544,3.3625912750468707,-3.5067085754541614,0.24014675960979223,0.9190824843405376,B,X,Medium,9,1
2.9743377593311524,2.9921571574466888,1.8271518704499696,2.8332220293490544,9.250494082034864,C,Y,Medium,6,1
5.628494665190548,2.9344641518962935,-2.107688248319227,0.5673171360772116,3.9124340733967644,E,X,High,9,1
3.1839518489575775,4.330307950430716,-4.800092637698937,3.202380804413902,7.835837992934046,A,X,Medium,4,1
2.1753925973294166,2.762461860106074,-10.881623087515433,0.39124445998557106,2.4834774214645003,E,Y,Medium,5,0
7.931297537843108,2.424422896724878,-0.3811689565937765,0.07747185638373151,9.442346002665602,E,Z,Medium,9,1
4.548447399026928,2.1850086956314856,0.9621074692174421,1.4826042030299247,3.2591097974833994,A,Y,Medium,1,1
5.1350564093758475,2.8254530687943555,4.013209134429975,1.4416372400553121,2.7356857533487675,D,X,Low,6,1
2.1505036275730864,2.2647537312218446,-5.205031692751783,2.4355631378428075,3.429425578249833,B,X,Medium,5,1
3.9112345509496347,2.135218237460948,3.027596439127812,1.9081207991737694,7.546983203614782,C,X,Medium,0,1
5.2218451794197325,2.1100298743329056,-1.4614775675245433,1.12909664377455,6.2044858351937755,B,Y,Medium,2,1
2.6980128451553944,2.1694572958932006,-0.18492976421427956,0.9212626892921867,9.725734930381659,C,Y,Medium,3,1
5.751396036691344,2.2391676109826593,0.017338733224424994,3.341993499396529,1.4856875887146614,B,Y,Medium,0,1
3.79872262016239,3.399052721658541,-0.031204921607419285,4.907773197689672,2.442934903110079,D,Z,Medium,2,1
4.416612500413446,1.040017477392862,-6.099004984755527,1.5699883798922123,3.057973013962365,C,Z,Low,8,1
3.796586775541206,2.2982467520164764,2.147523021963952,3.503465765833411,9.772252367493868,E,X,Low,8,1
8.704556369017876,2.8998700926417675,2.5035622768486885,2.2533077916216757,2.5011105811242684,A,Y,High,6,1
4.973005550524132,4.148624620178139,2.8700319408732464,0.08369902069445743,4.187493734831953,C,X,Medium,4,1
2.8845781420882,2.7540729609234162,1.4624283610390625,2.0065193995388912,8.712279612315939,E,X,Medium,5,1
6.645089824206378,2.846676632117326,-0.621362422144284,0.2730625008682136,0.6992561384974194,A,Y,Medium,3,1
2.5583127000579555,2.91205329602188,-4.404043544587896,1.5807657428601138,2.138104647545882,A,X,Low,3,1
