feature_1,feature_2,feature_3,feature_4,feature_5,target
0.6884505961762531,0.43253792568668614,-1.147806223743584,-0.7679706925310598,-0.8883492631189183,0
1.6234734914951034,0.11438231742226856,-0.9075180990827958,0.329746252962284,-0.6057084537764503,0
-0.8514584448583896,-2.6001230927637375,2.4603422562773805,0.7814403155909588,0.28955441161225604,1
0.0004959385813897432,1.0056441291442726,-0.06417354381363449,0.4632430951311192,1.0006411697297923,1
-4.356124546816419,-0.34375556405403673,1.1728203319025352,0.3919104632072502,-0.1347935741744557,0
0.6044359861854877,-0.12106241777561766,0.6300577770149058,1.4200947949271843,0.9257366415742684,1
1.0098252721075158,-2.3696502343422354,2.3005609744354496,3.3693710904704135,0.9147607776972724,2
-0.7895798192028051,3.421429819127165,-4.817661734369292,-0.890977532412566,-3.1400390852639855,0
0.9008201913458166,-0.3092404458980985,1.1015414906838008,0.1316700610835399,1.4549108120119856,1
0.7264500637863034,0.18476728659807984,0.43096189930702183,-1.4654676940239892,1.0110419692595929,2
-2.1070896658119103,-1.6455161425802611,2.8621505881706053,-1.6071641592225108,1.4663527838092425,1
0.8787304037581218,1.0164421902132055,0.0493173154544011,-0.20167453760200044,1.4406221249401803,2
0.6696954377129124,-1.3014032077249293,0.9208360833649218,0.823018488858706,0.06622046055319175,2
0.8168934878969252,1.3735623113576683,-2.007448207973737,0.2081549795558667,-1.0025724933736209,2
-1.3601319555695963,0.20098605821139115,0.25805974928197595,0.8060326274665692,0.14585890889476305,2
2.4262045561452275,0.012473566064546748,-0.26088049531726604,-1.4598720434557793,0.4131123925735519,0
-0.4711008333702532,2.2826547690043553,-2.8783241876871477,0.2374956432124687,-1.6151540381592162,0
0.3609955179751919,1.6607741731816157,-1.0334817158750786,2.7756539223773586,0.5057725257716902,1
-2.44007439633482,-1.3245457850456939,1.1863285290068197,0.46980061104957727,-0.573860005707724,1
0.5552116573672282,-3.2654666195614372,2.6263302339074963,2.1132310756599164,0.24460632003159943,2
0.28810276662013956,0.9620397050290823,-0.5142977612243829,-0.7469177085361582,0.4239000001544622,2
1.0047412192931886,1.2194830299431052,-0.47204862705948614,-0.7155705630265371,0.9849304003133124,1
0.9302535903892796,-0.8746316216350932,1.3421200041090455,-0.2463731787669845,1.1807111373398924,1
-1.263836056925416,-2.314829252147723,2.240149396895288,1.5006264737449224,0.17010600951664756,2
-0.9044045066574862,-1.8875545333106705,0.32262690653353077,-0.8121873427766874,-1.8853294612446372,0
0.31880279885849616,-1.7929438522495822,1.6352146703515977,2.5621766372960972,0.4082231940054595,2
0.08405457271669248,-1.6738639438790623,1.4896564598567672,2.000299232330243,0.2620022514195747,2
-1.6066834733100532,0.27302059195844797,0.328108723577078,-0.223086924355134,0.23797336884406006,2
-0.5425529326374102,0.6373429130012306,-1.2805687623161872,-0.036487686779986706,-1.2322780672928841,1
2.049564161153068,0.9089841936054106,-1.7218307666486963,1.2123041268987733,-0.7230488512388012,2
-0.8354989215728083,-0.6257697099434348,0.3842551863889441,0.47704432189924084,-0.4113271700146409,1
0.7706934211791313,-1.2929273528385963,1.6648790857387588,0.7407560971313529,1.1237241037022152,2
-0.8857231121673054,-0.5369641214847378,-0.10295537517400921,-1.1803341292410159,-1.003553963753189,1
0.33544500592150206,0.5101127750042015,-1.3721382566995353,-0.3917767076755214,-1.2205470380772978,0
2.712944045149498,-1.7249038977588667,2.0742821030602507,0.0014266668447989739,1.8236765807784967,2
-2.6135948498700996,-0.30187549332671726,-0.25088559600613614,0.11095037834156873,-1.4893450464942393,0
0.6870417343926888,-0.7537698492756254,-1.3067115802029354,-0.7637715601743716,-2.3875224742589807,0
-1.039738954542722,-0.9521601140881566,-0.21482158064946166,-1.3512016252274766,-1.6540176573831356,1
-1.5735965155690907,-1.5970905696877482,2.163576759043413,-0.857201188640848,0.7343263194812161,0
-1.9893285100137783,2.8310889169205944,-1.9951929888183941,1.069400147991495,-0.2891541547140831,1
-0.7760605114754956,-3.175985063963609,2.6355579551913726,-1.506438880914442,-0.07832112550006165,0
3.631089473749944,-1.036707692561877,2.3326648269354058,-0.9621572350142972,3.2048476646208885,2
-1.288862535126662,0.8140387127018132,3.3381793106588034,-1.2440359613109053,5.032387533753388,2
-0.7431458486212978,-0.8959886525171754,0.5987681341353576,-0.6816471225571535,-0.38557234417115277,0
